"w1","w2","prediction","rank"
"not","pull","off",3
"not","push","it",5
"not","put","a",14
"not","put","any",5
"not","put","it",17
"not","put","on",9
"not","put","the",13
"not","qualified","to",8
"not","qualify","for",8
"not","quit","on",4
"not","quite","as",31
"not","quite","get",6
"not","quite","ready",8
"not","quite","so",5
"not","quite","sure",28
"not","quite","the",16
"not","quite","there",5
"not","reach","the",12
"not","read","any",7
"not","read","anything",4
"not","read","it",18
"not","read","the",30
"not","ready","for",50
"not","ready","to",41
"not","ready","yet",6
"not","real","but",3
"not","realize","how",26
"not","realize","i",6
"not","realize","it",24
"not","realize","she",4
"not","realize","that",36
"not","realize","the",13
"not","realize","they",8
"not","realize","what",4
"not","really","a",35
"not","really","about",3
"not","really","an",4
"not","really","been",5
"not","really","but",18
"not","really","care",30
"not","really","do",4
"not","really","exist",4
"not","really","feel",7
"not","really","get",14
"not","really","have",29
"not","really","i",17
"not","really","into",7
"not","really","know",37
"not","really","like",22
"not","really","make",7
"not","really","matter",16
"not","really","need",16
"not","really","pay",3
"not","really","see",9
"not","really","sure",34
"not","really","talk",6
"not","really","that",13
"not","really","think",6
"not","really","thought",5
"not","really","understand",11
"not","really","want",16
"not","really","work",5
"not","receive","any",6
"not","received","a",8
"not","received","any",6
"not","recognize","the",11
"not","refer","to",5
"not","referring","to",7
"not","regret","it",16
"not","regret","the",4
"not","related","to",21
"not","release","the",12
"not","rely","on",5
"not","remember","a",4
"not","remember","him",7
"not","remember","how",5
"not","remember","if",5
"not","remember","it",9
"not","remember","seeing",4
"not","remember","the",26
"not","remember","them",3
"not","remember","what",14
"not","remember","why",5
"not","require","a",10
"not","required","to",20
"not","resist","the",9
"not","respond","to",59
"not","responded","to",9
"not","responding","to",7
"not","responsible","for",16
"not","result","in",15
"not","return","for",5
"not","revolve","around",5
"not","right","for",6
"not","ruin","the",4
"not","rule","out",12
"not","run","on",3
"not","said","a",4
"not","satisfied","with",9
"not","say","anything",41
"not","say","he",4
"not","say","i",20
"not","say","if",9
"not","say","it",15
"not","say","much",7
"not","say","no",10
"not","say","that",28
"not","say","the",6
"not","say","they",3
"not","say","this",8
"not","say","what",14
"not","say","which",4
"not","saying","i",14
"not","saying","it",7
"not","saying","that",18
"not","saying","they",5
"not","saying","this",4
"not","scared","of",8
"not","scratch","the",3
"not","see","a",36
"not","see","an",4
"not","see","any",37
"not","see","anyone",5
"not","see","anything",13
"not","see","as",4
"not","see","him",13
"not","see","how",32
"not","see","is",3
"not","see","it",67
"not","see","me",22
"not","see","much",8
"not","see","myself",5
"not","see","often",3
"not","see","one",3
"not","see","that",37
"not","see","the",81
"not","see","their",4
"not","see","them",12
"not","see","this",29
"not","see","us",3
"not","see","what",10
"not","see","you",28
"not","see","your",11
"not","seeing","him",3
"not","seem","fair",3
"not","seem","like",18
"not","seem","likely",4
"not","seem","right",12
"not","seem","so",9
"not","seem","that",3
"not","seem","to",153
"not","seem","very",4
"not","seen","a",17
"not","seen","any",13
"not","seen","anything",7
"not","seen","each",6
"not","seen","him",11
"not","seen","in",26
"not","seen","it",41
"not","seen","me",4
"not","seen","one",7
"not","seen","since",9
"not","seen","the",50
"not","seen","this",15
"not","send","them",5
"not","seriously","injured",7
"not","serve","the",6
"not","set","in",4
"not","set","the",3
"not","set","up",13
"not","settle","for",10
"not","share","with",4
"not","share","your",7
"not","show","a",5
"not","show","it",4
"not","show","on",3
"not","show","that",3
"not","show","up",40
"not","shut","up",8
"not","sign","up",7
"not","sit","down",3
"not","sit","still",4
"not","sleep","well",7
"not","sleep","with",6
"not","so","bad",33
"not","so","easy",11
"not","so","fast",7
"not","so","fun",5
"not","so","good",29
"not","so","great",14
"not","so","happy",5
"not","so","i",10
"not","so","long",5
"not","so","lucky",5
"not","so","much",186
"not","so","scary",3
"not","so","sure",36
"not","so","well",4
"not","solve","the",7
"not","something","i",22
"not","something","that",19
"not","something","we",6
"not","something","you",12
"not","sound","like",29
"not","sound","right",8
"not","speak","a",4
"not","speak","english",8
"not","speak","for",6
"not","speak","spanish",4
"not","speak","to",9
"not","speaking","to",5
"not","spend","a",9
"not","spend","the",6
"not","spend","time",4
"not","stand","a",13
"not","stand","in",3
"not","stand","the",4
"not","stand","to",3
"not","start","until",6
"not","start","with",7
"not","stay","at",3
"not","steal","the",4
"not","steve","jobs",3
"not","stop","at",6
"not","stop","crying",4
"not","stop","eating",4
"not","stop","him",9
"not","stop","talking",11
"not","stop","the",10
"not","stop","us",5
"not","stop","watching",3
"not","strong","enough",11
"not","subject","to",8
"not","such","a",27
"not","suffer","from",5
"not","suffer","through",3
"not","support","the",14
"not","supposed","to",59
"not","sure","about",40
"not","sure","and",7
"not","sure","any",5
"not","sure","but",22
"not","sure","he",9
"not","sure","how",120
"not","sure","i",117
"not","sure","if",171
"not","sure","it",15
"not","sure","of",25
"not","sure","on",6
"not","sure","she",7
"not","sure","that",34
"not","sure","the",17
"not","sure","they",8
"not","sure","this",10
"not","sure","we",10
"not","sure","what",136
"not","sure","when",9
"not","sure","where",32
"not","sure","whether",10
"not","sure","which",13
"not","sure","why",65
"not","sure","yet",18
"not","sure","you",6
"not","surprise","me",21
"not","surprised","by",9
"not","surprised","to",4
"not","surprising","that",8
"not","surprising","to",4
"not","take","a",37
"not","take","action",4
"not","take","an",3
"not","take","any",16
"not","take","anything",4
"not","take","care",9
"not","take","into",6
"not","take","it",38
"not","take","long",22
"not","take","much",11
"not","take","my",12
"not","take","that",9
"not","take","the",26
"not","take","their",4
"not","take","time",3
"not","take","too",6
"not","take","you",5
"not","taken","a",10
"not","taking","a",8
"not","taking","the",6
"not","talk","about",43
"not","talk","much",9
"not","talk","to",43
"not","talked","to",30
"not","talking","about",40
"not","talking","to",18
"not","taste","like",3
"not","technically","a",4
"not","tell","a",3
"not","tell","anyone",18
"not","tell","her",7
"not","tell","how",5
"not","tell","me",84
"not","tell","the",10
"not","tell","them",7
"not","tell","us",11
"not","tell","you",36
"not","telling","us",5
"not","telling","you",6
"not","tend","to",13
"not","that","a",18
"not","that","bad",41
"not","that","be",13
"not","that","big",17
"not","that","difficult",3
"not","that","enough",4
"not","that","exciting",4
"not","that","expensive",4
"not","that","far",7
"not","that","funny",7
"not","that","good",16
"not","that","great",9
"not","that","he",6
"not","that","i",112
"not","that","interested",3
"not","that","is",23
"not","that","it",14
"not","that","long",9
"not","that","many",7
"not","that","much",20
"not","that","my",3
"not","that","old",5
"not","that","one",7
"not","that","she",11
"not","that","simple",4
"not","that","that",4
"not","that","the",24
"not","that","there",9
"not","that","they",9
"not","that","we",9
"not","that","what",13
"not","that","you",13
"not","the","actual",8
"not","the","answer",18
"not","the","best",68
"not","the","biggest",7
"not","the","case",51
"not","the","cheapest",4
"not","the","coach",3
"not","the","easiest",10
"not","the","end",19
"not","the","fact",6
"not","the","first",62
"not","the","good",3
"not","the","greatest",8
"not","the","kind",20
"not","the","last",9
"not","the","leader",3
"not","the","least",19
"not","the","most",42
"not","the","name",3
"not","the","one",26
"not","the","only",188
"not","the","opposite",3
"not","the","other",19
"not","the","outcome",3
"not","the","place",4
"not","the","point",10
"not","the","problem",14
"not","the","real",10
"not","the","reason",7
"not","the","right",24
"not","the","rule",3
"not","the","same",104
"not","the","slightest",6
"not","the","time",22
"not","the","truth",6
"not","the","type",16
"not","the","usual",5
"not","the","way",29
"not","the","whole",13
"not","the","world",8
"not","the","worst",16
"not","there","a",7
"not","there","but",6
"not","there","for",4
"not","there","i",10
"not","there","is",16
"not","there","to",7
"not","there","yet",17
"not","they","are",9
"not","they","do",4
"not","they","just",10
"not","they","should",4
"not","they","will",4
"not","think","a",8
"not","think","about",37
"not","think","any",14
"not","think","anyone",25
"not","think","anything",8
"not","think","at",5
"not","think","for",3
"not","think","he",59
"not","think","hell",3
"not","think","i",273
"not","think","is",4
"not","think","it",149
"not","think","my",17
"not","think","of",41
"not","think","she",17
"not","think","so",66
"not","think","that",104
"not","think","the",54
"not","think","there",29
"not","think","they",38
"not","think","this",20
"not","think","to",3
"not","think","we",55
"not","think","you",45
"not","thinking","about",10
"not","thinking","of",3
"not","this","time",16
"not","those","who",4
"not","thought","about",12
"not","thought","of",8
"not","throw","a",5
"not","time","to",6
"not","to","ask",5
"not","to","attend",4
"not","to","back",3
"not","to","be",180
"not","to","become",10
"not","to","blame",5
"not","to","bring",5
"not","to","but",6
"not","to","buy",9
"not","to","care",6
"not","to","cry",9
"not","to","cut",7
"not","to","do",44
"not","to","eat",12
"not","to","engage",3
"not","to","expect",3
"not","to","fear",5
"not","to","follow",7
"not","to","forget",6
"not","to","get",43
"not","to","give",22
"not","to","go",39
"not","to","have",36
"not","to","hurt",5
"not","to","judge",8
"not","to","just",5
"not","to","keep",8
"not","to","kill",3
"not","to","let",19
"not","to","like",19
"not","to","look",13
"not","to","lose",11
"not","to","love",10
"not","to","make",20
"not","to","me",9
"not","to","mention",179
"not","to","miss",12
"not","to","mix",3
"not","to","move",7
"not","to","notice",4
"not","to","over",5
"not","to","panic",3
"not","to","play",10
"not","to","put",9
"not","to","respond",3
"not","to","say",66
"not","to","see",9
"not","to","sound",9
"not","to","support",3
"not","to","take",24
"not","to","talk",9
"not","to","tell",11
"not","to","the",21
"not","to","think",17
"not","to","those",4
"not","to","touch",4
"not","to","use",18
"not","to","win",6
"not","to","work",4
"not","to","worry",29
"not","too","bad",52
"not","too","early",5
"not","too","far",15
"not","too","good",4
"not","too","hard",8
"not","too","hot",5
"not","too","late",38
"not","too","long",21
"not","too","many",11
"not","too","much",35
"not","too","shabby",17
"not","too","sweet",11
"not","touch","it",5
"not","touch","me",9
"not","touch","the",12
"not","true","and",6
"not","true","but",6
"not","try","a",4
"not","try","and",9
"not","try","to",70
"not","trying","to",77
"not","turn","into",5
"not","turn","on",4
"not","turn","out",18
"not","turn","up",6
"not","turn","your",3
"not","turned","out",3
"not","uncommon","for",11
"not","understand","how",35
"not","understand","i",8
"not","understand","it",14
"not","understand","that",17
"not","understand","the",43
"not","understand","what",23
"not","understand","why",58
"not","unheard","of",3
"not","unique","to",3
"not","until","i",17
"not","until","now",3
"not","until","the",20
"not","up","to",20
"not","up","with",15
"not","use","a",13
"not","use","it",27
"not","use","that",7
"not","use","the",20
"not","use","them",13
"not","used","it",8
"not","used","the",4
"not","used","to",29
"not","usually","take",3
"not","very","effective",4
"not","very","good",24
"not","very","nice",9
"not","very","often",4
"not","vote","for",12
"not","wait","for",24
"not","wait","to",50
"not","wait","until",10
"not","wake","up",14
"not","walk","away",6
"not","want","a",47
"not","want","all",6
"not","want","an",5
"not","want","and",5
"not","want","any",12
"not","want","anyone",17
"not","want","anything",8
"not","want","her",20
"not","want","him",26
"not","want","it",43
"not","want","me",27
"not","want","my",27
"not","want","people",20
"not","want","someone",3
"not","want","something",5
"not","want","that",18
"not","want","the",43
"not","want","their",7
"not","want","them",31
"not","want","this",15
"not","want","to",1246
"not","want","us",12
"not","want","you",38
"not","want","your",9
"not","wanting","to",34
"not","waste","any",4
"not","waste","time",5
"not","watch","any",4
"not","watch","the",13
"not","we","all",15
"not","we","are",9
"not","we","did",3
"not","we","do",5
"not","we","get",5
"not","we","have",7
"not","we","will",6
"not","wear","a",10
"not","wear","it",3
"not","wearing","a",12
"not","what","i",49
"not","what","is",18
"not","what","it",10
"not","what","the",10
"not","what","they",14
"not","what","we",13
"not","what","you",35
"not","when","he",3
"not","when","i",8
"not","when","it",5
"not","when","you",9
"not","where","i",7
"not","where","we",5
"not","where","you",5
"not","willing","to",24
"not","win","the",29
"not","win","this",8
"not","wish","to",21
"not","with","a",5
"not","with","me",8
"not","with","the",21
"not","with","us",4
"not","without","its",5
"not","work","and",11
"not","work","as",8
"not","work","at",15
"not","work","either",4
"not","work","for",38
"not","work","in",14
"not","work","it",6
"not","work","on",12
"not","work","out",55
"not","work","so",10
"not","work","that",10
"not","work","the",9
"not","work","then",5
"not","work","very",5
"not","work","well",7
"not","work","with",9
"not","work","without",5
"not","worked","in",4
"not","worked","out",6
"not","working","and",8
"not","working","for",8
"not","working","it",4
"not","working","on",7
"not","working","we",3
"not","working","with",3
"not","worried","about",27
"not","worry","about",89
"not","worry","i",49
"not","worry","if",10
"not","worry","it",7
"not","worry","the",6
"not","worry","too",4
"not","worry","we",11
"not","worrying","about",7
"not","worth","the",17
"not","worthy","of",10
"not","write","a",4
"not","write","the",7
"not","written","a",4
"not","wrong","to",3
"not","yet","and",3
"not","yet","available",6
"not","yet","be",3
"not","yet","been",44
"not","yet","in",3
"not","yet","the",4
"not","you","agree",4
"not","you","are",16
"not","you","can",8
"not","you","dare",15
"not","you","go",4
"not","you","guys",5
"not","you","have",25
"not","you","just",44
"not","you","like",8
"not","you","think",46
"not","you","want",13
"not","you","will",11
"not","you","wish",6
"not","your","average",6
"note","for","the",3
"note","from","the",8
"note","i","am",17
"note","i","do",4
"note","i","have",13
"note","if","you",12
"note","it","is",6
"note","of","the",8
"note","that","i",13
"note","that","the",20
"note","that","there",3
"note","to","the",6
"note","when","you",3
"noted","that","he",6
"noted","that","the",43
"notes","based","on",3
"notes","from","the",10
"notes","this","is",4
"notes","with","a",5
"nothing","about","and",3
"nothing","about","it",6
"nothing","about","me",5
"nothing","about","the",12
"nothing","and","is",3
"nothing","at","all",27
"nothing","better","than",37
"nothing","better","to",17
"nothing","but","a",36
"nothing","but","good",9
"nothing","but","my",3
"nothing","but","the",19
"nothing","can","ever",3
"nothing","compared","to",13
"nothing","else","i",8
"nothing","else","to",18
"nothing","for","him",4
"nothing","going","on",6
"nothing","good","will",4
"nothing","has","changed",10
"nothing","i","am",8
"nothing","i","can",11
"nothing","i","have",6
"nothing","i","would",8
"nothing","if","not",9
"nothing","in","the",20
"nothing","in","this",5
"nothing","is","more",17
"nothing","is","worse",3
"nothing","is","worth",5
"nothing","it","is",5
"nothing","left","to",11
"nothing","less","than",12
"nothing","like","a",77
"nothing","like","it",9
"nothing","like","the",16
"nothing","like","this",6
"nothing","more","exciting",3
"nothing","more","than",82
"nothing","more","to",8
"nothing","new","the",3
"nothing","of","the",10
"nothing","on","the",11
"nothing","out","of",5
"nothing","quite","like",17
"nothing","short","of",28
"nothing","that","is",7
"nothing","to","be",11
"nothing","to","do",182
"nothing","to","eat",3
"nothing","to","fear",8
"nothing","to","gain",3
"nothing","to","help",6
"nothing","to","hide",12
"nothing","to","lose",17
"nothing","to","me",6
"nothing","to","say",15
"nothing","to","see",7
"nothing","to","the",9
"nothing","to","worry",15
"nothing","will","be",4
"nothing","will","change",5
"nothing","will","ever",8
"nothing","worse","than",12
"nothing","wrong","with",57
"nothing","you","can",12
"notice","in","the",5
"notice","of","the",3
"notice","that","i",12
"notice","that","the",15
"noticed","a","young",3
"noticed","by","the",4
"noticed","that","i",20
"noticed","that","it",8
"noticed","that","one",4
"noticed","that","the",21
"notion","of","a",3
"notion","of","the",6
"novel","about","the",4
"november","and","december",5
"now","a","new",5
"now","able","to",8
"now","all","that",6
"now","all","the",6
"now","and","a",7
"now","and","again",20
"now","and","do",6
"now","and","for",6
"now","and","he",7
"now","and","i",83
"now","and","in",4
"now","and","is",5
"now","and","it",26
"now","and","just",6
"now","and","my",5
"now","and","the",24
"now","and","their",3
"now","and","then",92
"now","and","there",6
"now","and","they",4
"now","and","was",4
"now","and","we",14
"now","and","what",5
"now","and","when",7
"now","and","will",5
"now","are","the",3
"now","are","you",7
"now","as","a",4
"now","as","i",21
"now","as","it",6
"now","as","much",3
"now","as","they",4
"now","as","well",5
"now","at","least",9
"now","at","the",26
"now","at","this",7
"now","available","for",13
"now","back","in",5
"now","be","able",3
"now","be","in",3
"now","because","i",17
"now","because","of",9
"now","because","the",5
"now","because","they",4
"now","before","the",7
"now","begins","the",4
"now","but","i",46
"now","but","it",20
"now","but","no",4
"now","but","that",4
"now","but","the",9
"now","but","there",7
"now","but","they",7
"now","but","we",9
"now","but","when",3
"now","by","the",4
"now","check","out",4
"now","comes","a",3
"now","do","not",35
"now","do","the",4
"now","does","not",10
"now","down","to",6
"now","everyone","is",4
"now","for","a",20
"now","for","more",5
"now","for","my",8
"now","for","the",58
"now","from","the",4
"now","get","to",6
"now","go","out",3
"now","going","to",28
"now","has","a",29
"now","has","an",7
"now","has","been",4
"now","has","two",4
"now","have","a",57
"now","have","an",6
"now","have","the",19
"now","have","to",26
"now","have","two",9
"now","he","and",3
"now","he","has",14
"now","he","is",93
"now","he","should",3
"now","he","will",5
"now","here","i",4
"now","heres","a",5
"now","how","many",4
"now","i","am",546
"now","i","asked",3
"now","i","can",67
"now","i","could",13
"now","i","did",7
"now","i","do",80
"now","i","feel",51
"now","i","find",6
"now","i","had",14
"now","i","have",235
"now","i","just",77
"now","i","know",80
"now","i","live",5
"now","i","mean",4
"now","i","need",40
"now","i","probably",3
"now","i","read",6
"now","i","realize",9
"now","i","really",18
"now","i","say",3
"now","i","think",30
"now","i","understand",15
"now","i","want",39
"now","i","was",23
"now","i","will",66
"now","i","wish",8
"now","i","would",28
"now","if","he",8
"now","if","i",33
"now","if","she",4
"now","if","that",3
"now","if","the",8
"now","if","they",5
"now","if","we",8
"now","if","you",42
"now","in","a",17
"now","in","her",3
"now","in","our",6
"now","in","the",73
"now","instead","of",7
"now","is","a",25
"now","is","not",16
"now","is","that",20
"now","is","the",53
"now","is","to",11
"now","it","appears",3
"now","it","has",10
"now","it","is",353
"now","it","looks",7
"now","it","must",3
"now","it","seems",9
"now","it","was",14
"now","it","will",11
"now","it","would",7
"now","know","that",10
"now","know","what",5
"now","know","why",3
"now","known","as",18
"now","let","me",11
"now","lets","see",7
"now","live","in",7
"now","lives","in",15
"now","living","in",8
"now","living","with",3
"now","look","forward",5
"now","looks","like",9
"now","might","be",4
"now","more","than",16
"now","need","to",8
"now","not","so",8
"now","of","course",12
"now","on","a",6
"now","on","my",16
"now","on","the",25
"now","on","this",3
"now","or","wait",3
"now","out","of",8
"now","owned","by",5
"now","part","of",16
"now","ready","to",7
"now","seems","like",4
"now","she","has",13
"now","she","is",40
"now","she","says",4
"now","so","i",29
"now","so","many",3
"now","so","we",5
"now","so","when",3
"now","starting","to",4
"now","than","ever",4
"now","than","i",3
"now","than","they",5
"now","thanks","to",9
"now","that","he",23
"now","that","i",174
"now","that","is",152
"now","that","it",33
"now","that","she",11
"now","that","the",69
"now","that","they",11
"now","that","theyve",6
"now","that","was",16
"now","that","we",37
"now","that","would",9
"now","that","you",36
"now","that","your",10
"now","the","only",9
"now","there","are",23
"now","there","is",57
"now","they","are",74
"now","they","do",4
"now","they","have",20
"now","they","just",4
"now","they","will",8
"now","things","are",6
"now","this","is",40
"now","this","will",3
"now","those","who",3
"now","though","it",4
"now","to","a",3
"now","to","be",12
"now","to","find",6
"now","to","get",26
"now","to","make",6
"now","to","see",8
"now","to","the",15
"now","trying","to",13
"now","waiting","for",7
"now","want","to",5
"now","we","are",128
"now","we","can",23
"now","we","do",6
"now","we","get",11
"now","we","had",6
"now","we","have",80
"now","we","just",21
"now","we","know",12
"now","we","need",14
"now","we","wait",6
"now","we","will",26
"now","well","that",3
"now","what","do",8
"now","what","i",4
"now","what","is",12
"now","when","she",3
"now","when","you",8
"now","where","you",3
"now","who","can",5
"now","who","has",4
"now","will","not",4
"now","with","a",6
"now","with","the",35
"now","working","on",11
"now","working","with",6
"now","would","be",13
"now","years","old",7
"now","you","are",68
"now","you","can",36
"now","you","do",12
"now","you","have",41
"now","you","know",31
"now","you","may",9
"now","you","need",4
"now","you","never",5
"now","you","should",11
"now","you","will",16
"now","youve","got",5
"nowhere","else","to",5
"nowhere","near","a",3
"nowhere","near","as",4
"nowhere","to","be",25
"nowhere","to","go",5
"nows","the","time",5
"nuclear","power","plant",14
"numb","to","the",3
"number","and","i",10
"number","and","we",3
"number","for","the",7
"number","in","my",7
"number","in","the",15
"number","of","different",11
"number","of","entries",5
"number","of","hours",13
"number","of","jobs",10
"number","of","ladies",3
"number","of","my",4
"number","of","occasions",3
"number","of","people",86
"number","of","possible",3
"number","of","projects",3
"number","of","the",22
"number","of","times",17
"number","of","votes",4
"number","of","years",21
"number","on","the",18
"number","that","is",5
"number","to","the",3
"numbers","and","letters",4
"numbers","in","a",3
"numbers","in","the",11
"numbers","it","is",9
"numbers","on","a",4
"numbers","will","be",5
"nyc","for","the",9
"o","brother","where",4
"o","the","day",3
"oasis","in","the",4
"obama","and","his",5
"obama","and","the",9
"obama","as","a",3
"obama","had","the",3
"obama","has","not",8
"obama","is","a",9
"obama","is","also",3
"obama","is","the",10
"obama","on","the",8
"obama","rejected","the",3
"objects","in","the",4
"obligated","to","make",3
"oblivious","to","the",6
"obsessed","with","the",23
"obsession","with","the",8
"obvious","that","it",5
"obvious","that","the",10
"obviously","did","not",11
"obviously","does","not",7
"obviously","have","a",4
"obviously","i","am",12
"obviously","i","was",7
"obviously","is","not",3
"obviously","it","is",10
"obviously","not","as",3
"obviously","not","the",6
"obviously","she","is",4
"obviously","that","is",5
"obviously","this","is",6
"obviously","we","have",4
"occupy","wall","street",43
"occurred","to","me",25
"occurs","to","me",7
"ocean","and","the",3
"oclock","in","the",6
"october","is","the",3
"october","on","the",3
"october","there","is",4
"oddly","enough","the",3
"odds","of","winning",6
"ode","to","the",7
"of","a","baby",5
"of","a","back",8
"of","a","bad",13
"of","a","band",7
"of","a","bar",6
"of","a","beautiful",10
"of","a","beer",6
"of","a","better",27
"of","a","big",29
"of","a","billion",8
"of","a","black",15
"of","a","bloody",3
"of","a","blue",6
"of","a","book",25
"of","a","brain",5
"of","a","break",7
"of","a","bridge",3
"of","a","british",5
"of","a","broader",12
"of","a","bunch",7
"of","a","business",7
"of","a","button",7
"of","a","can",7
"of","a","car",30
"of","a","century",5
"of","a","certain",22
"of","a","challenge",18
"of","a","chance",5
"of","a","change",4
"of","a","child",49
"of","a","childs",6
"of","a","christian",6
"of","a","church",9
"of","a","city",16
"of","a","class",5
"of","a","clever",3
"of","a","cliff",5
"of","a","cocktail",4
"of","a","cold",11
"of","a","commercial",6
"of","a","community",8
"of","a","company",11
"of","a","computer",4
"of","a","cool",5
"of","a","country",11
"of","a","couple",22
"of","a","crazy",4
"of","a","crime",16
"of","a","crowd",9
"of","a","culture",7
"of","a","cute",4
"of","a","day",26
"of","a","dead",4
"of","a","deal",19
"of","a","decision",5
"of","a","desire",4
"of","a","difference",11
"of","a","different",14
"of","a","dinner",3
"of","a","divorce",4
"of","a","dog",15
"of","a","double",11
"of","a","doubt",3
"of","a","dozen",16
"of","a","drug",15
"of","a","family",16
"of","a","famous",3
"of","a","fan",18
"of","a","female",10
"of","a","few",67
"of","a","fight",7
"of","a","film",10
"of","a","fine",7
"of","a","finger",5
"of","a","fire",9
"of","a","fish",4
"of","a","focus",3
"of","a","food",12
"of","a","football",4
"of","a","forest",4
"of","a","free",13
"of","a","friend",22
"of","a","full",13
"of","a","fun",7
"of","a","funny",3
"of","a","future",6
"of","a","gallon",4
"of","a","gamble",4
"of","a","game",37
"of","a","german",3
"of","a","giant",8
"of","a","gift",6
"of","a","girl",12
"of","a","glass",3
"of","a","good",67
"of","a","grand",4
"of","a","great",30
"of","a","group",26
"of","a","growing",9
"of","a","gun",8
"of","a","guy",22
"of","a","hallway",3
"of","a","happy",7
"of","a","hat",6
"of","a","heart",13
"of","a","hole",4
"of","a","holiday",7
"of","a","home",21
"of","a","hotel",4
"of","a","house",18
"of","a","huge",11
"of","a","human",12
"of","a","job",24
"of","a","joint",9
"of","a","jump",3
"of","a","kind",37
"of","a","lack",11
"of","a","large",26
"of","a","larger",15
"of","a","leader",6
"of","a","legendary",3
"of","a","letdown",5
"of","a","life",20
"of","a","lifetime",25
"of","a","light",8
"of","a","line",5
"of","a","little",24
"of","a","live",7
"of","a","local",20
"of","a","long",26
"of","a","lost",6
"of","a","lot",35
"of","a","love",5
"of","a","mad",4
"of","a","major",25
"of","a","majority",4
"of","a","male",7
"of","a","man",61
"of","a","massive",12
"of","a","master",6
"of","a","middle",5
"of","a","mile",21
"of","a","million",30
"of","a","miracle",5
"of","a","moment",3
"of","a","morning",4
"of","a","mother",4
"of","a","mountain",7
"of","a","movie",14
"of","a","moving",4
"of","a","much",7
"of","a","music",9
"of","a","name",8
"of","a","nation",7
"of","a","national",18
"of","a","need",3
"of","a","new",135
"of","a","night",8
"of","a","number",13
"of","a","pain",5
"of","a","pair",13
"of","a","paper",6
"of","a","particular",11
"of","a","party",14
"of","a","perfect",6
"of","a","person",35
"of","a","personal",8
"of","a","photo",4
"of","a","piece",11
"of","a","place",12
"of","a","plane",3
"of","a","potential",5
"of","a","present",3
"of","a","problem",14
"of","a","product",6
"of","a","professional",6
"of","a","program",7
"of","a","project",10
"of","a","public",9
"of","a","rare",4
"of","a","real",10
"of","a","record",6
"of","a","red",6
"of","a","regular",11
"of","a","relationship",7
"of","a","risk",4
"of","a","rock",7
"of","a","room",11
"of","a","rose",5
"of","a","s",9
"of","a","scene",5
"of","a","second",26
"of","a","sense",9
"of","a","sentence",6
"of","a","series",28
"of","a","set",13
"of","a","sexual",7
"of","a","shock",3
"of","a","short",6
"of","a","show",11
"of","a","similar",12
"of","a","simple",8
"of","a","single",31
"of","a","situation",4
"of","a","small",25
"of","a","social",11
"of","a","soda",3
"of","a","song",17
"of","a","space",6
"of","a","special",11
"of","a","spoon",8
"of","a","square",3
"of","a","star",7
"of","a","state",20
"of","a","story",15
"of","a","stretch",6
"of","a","studio",3
"of","a","successful",14
"of","a","sudden",100
"of","a","surprise",11
"of","a","table",3
"of","a","team",30
"of","a","teenager",4
"of","a","thing",6
"of","a","thousand",17
"of","a","time",17
"of","a","tiny",5
"of","a","to",5
"of","a","traditional",5
"of","a","tree",13
"of","a","trial",5
"of","a","trip",6
"of","a","true",8
"of","a","truly",8
"of","a","tune",3
"of","a","us",12
"of","a","very",39
"of","a","warm",6
"of","a","waste",5
"of","a","way",10
"of","a","week",18
"of","a","well",5
"of","a","white",11
"of","a","woman",45
"of","a","womans",7
"of","a","wooden",5
"of","a","workout",4
"of","a","world",12
"of","a","writer",9
"of","a","year",29
"of","a","yearold",28
"of","a","young",35
"of","about","to",5
"of","action","and",9
"of","action","for",6
"of","afghanistan","and",4
"of","african","american",9
"of","age","and",6
"of","age","or",6
"of","al","qaeda",5
"of","alcohol","and",13
"of","all","ages",40
"of","all","americans",4
"of","all","and",3
"of","all","forms",4
"of","all","he",8
"of","all","human",3
"of","all","i",50
"of","all","is",11
"of","all","it",15
"of","all","kinds",23
"of","all","my",25
"of","all","of",73
"of","all","other",4
"of","all","our",10
"of","all","people",15
"of","all","places",7
"of","all","sales",4
"of","all","she",4
"of","all","that",44
"of","all","the",297
"of","all","these",18
"of","all","things",30
"of","all","this",39
"of","all","those",17
"of","all","three",9
"of","all","time",121
"of","all","to",12
"of","all","types",6
"of","all","was",5
"of","all","we",8
"of","all","you",10
"of","almost","years",4
"of","america","and",20
"of","america","i",3
"of","america","in",12
"of","america","is",4
"of","america","to",6
"of","american","idol",5
"of","american","politics",7
"of","american","women",3
"of","americans","are",7
"of","americans","have",3
"of","americans","who",13
"of","an","accident",8
"of","an","amazing",7
"of","an","american",9
"of","an","angry",4
"of","an","apartment",6
"of","an","arab",5
"of","an","article",6
"of","an","audience",7
"of","an","authentic",3
"of","an","average",5
"of","an","early",5
"of","an","easy",3
"of","an","effort",6
"of","an","elaborate",3
"of","an","elite",3
"of","an","emergency",16
"of","an","era",11
"of","an","even",4
"of","an","eye",15
"of","an","hour",11
"of","an","image",3
"of","an","interesting",4
"of","an","interview",4
"of","an","issue",7
"of","an","odd",3
"of","an","office",5
"of","an","old",29
"of","an","open",6
"of","an","otherwise",4
"of","an","upcoming",4
"of","and","a",10
"of","and","his",5
"of","and","i",16
"of","and","the",20
"of","and","they",5
"of","animals","and",4
"of","anne","frank",4
"of","any","age",3
